,tweet_text,sentiment
65334,mauro l affetto molti provano te profondo sincero curare tante voci messe giro solo scopo turbati grande uomo grande capitano grande campione ,1
16589,dybala sicuramente migliore campo ,1
91591,meriti fascia tanto successo grande,1
146765,mannaggia te quel roma livorno 1 1 2008 ahahahah grande ma bentornato casa forza roma ,1
146763,juan davvero complimenti ricordo voglia tornare juve dopo prestito tweet strappalacrime annunciato tornato famiglia ringraziamenti dirigenza ora gesto grande classe davvero grande ,1
91596,ve prego ripiateve ,1
91600,un grande uomo grande calciatore forza kouli ,1
146756,buon anno te stefan ,1
146752,peccato dovevi meritavi vincere mondiale allenatore poteva impegnare po piu comunque complimenti x bel gioco espresso dries mertens x tutta vita ,1
16607,comunque andra prossimo anno r s t n r n d sceglie rimarra grande soddisfazione cristianoronaldoallajuve,1
146745,complimenti francecroatie franciacroazia complimenti e,1
146739,felicissimo croazia adesso battete sbruffoni d oltralpe cuore immenso ,1
65310,grazie stephan perdono incazzature fatto fare,1
146732,in molti criticato dette colori l unica cosa positiva pensare periodo negativo tu l unico dimostrando proprio attaccamento colori dimostrando difensore meglio merda dell ex capitano ,1
146731,retwitta pensi scultore maestro assoluto realismo pop cr7 finoallafine cr7allajuventus aspettiamo torino festeggiare scrivere storia ,1
16622,lautaro forte forte nainggolan gia mano centrocampo devrij molto bene ottimo politano sorpresa bella emmers trattenere sicuramente ,1
146729,sposta si oggi gran giorno ,1
65302,sig rienzi cosa c entrano juventus cr7 realta vissuta mln italiani politici politicanti etc dovrebbero imparare situazioni queste cr7 investimento portera benefici tutti ,1
16626,c e lato positivo maurito fa bella vacanza lunga l argentina arriva finale higuain dybala puo essere solito guardi altri alzare coppa,1
146720,che grandi mirelm,1
91631,comprace allora grande,1
65293,ma qualcuno veramente importa vincere partite anni passati vincevamo tutte luglio agosto poi prendere sberle settembre facciamoli lavorare basta ,1
65291,e stato onore vedere maglia n 4 sempre zuppa fine partita immenso grazie regalato tifosi dellas roma good luck ninja roma ama ,1
91640,lo so l ultimo arrivato spero voli basso grandi colleghi squadra pari ,1
146707,la semplicita fa bellezza,1
91584,per fortuna te ,1
65451,alfi scadere guardare la tanto volessero vincerebbero campionato gene gnocchi prima punta speriamo arrivi top devi pensare dai ,1
65342,sai c e c e interessa affatto partita voglio solo gran bene abbraccio forte andiamo avanti gran signore quei mentecatti ululano sanno esprimersi diversamente ,1
146786,siete bellissimi raccomando voglio tre campo presto ancora motivati dell anno scorso forza ragazzi forza roma sempre ,1
16526,grande georgina sempre presente ultra social piace tifosi juventus finoallafine post benissimo grande ,1
91541,ciao edi volevo dirti figlio 8 anni intristito quando andato via pianto quando saputo ritornato deluderlo intero popolo aspettando forza napoli ,1
146842,ti amo ,1
16531,sei simpatico sabbia culo fatto complimento giocatore problema senso battuta ,1
91545,e almeno pomeriggio potuto godere piccola gioia,1
16534,il miglior giocatore premier conferma miglior giocatore mondiale auguro belgio possa vincere coppa possa vincere pallone d oro ,1
65374,onore eterna riconoscenza andrea agnelli trasuda juve grazie,1
146834,grande evra grazie hofcgiappone,1
91550,per sempre auguro meglio te meriti grazie ancora steph mancherai tantissimo voglio bene ,1
16539,sei persona meravigliosa dimostri ogni giorno sempre piu paulodybala dybalamask dybala argentina paulo,1
146825,debutto mondiale talento molto comodo seriea qui pezzo qualche giorno fa calciomercato gazzamercato worldcup ,1
16543,grazie juve partecipiamo mondiali,1
146820,buon compleanno pipa sempre cuori,1
16547,abbiamo sogno cuore tumore ,1
146816,non credo ancora sembra bel sogno fra poco svegliero ,1
16552,bella famiglia,1
146811,solo complimenti l uomo giocatore sei resto nn conta nulla l indifferenza migliore cosa koulibaly,1
146810,ti amo capitano ,1
91563,eccolo qua in generale nazionale peru ricettacolo cognomi bellissimi altamente consigliate partite ,1
16556,io tifero sempre te meritavi veri tifosi rimpiangeranno scelta dato sempre massimo continua cosi buona fortuna sempre forza raja grazie tutto,1
146806,questo siete grazie infinitamente ,1
91565,con te tutta vita senza senza ma ,1
16564,grande cristiano vuoi venire noi aspettiamo braccia aperte ,1
146797,amore mio ,1
146795,ahaha gioca bene tua muti c e solo juventus cpiato mutoo segui bocce danno soddisfazione,1
16570,ciao medhi prego resta noi juventus bisogno benatia stagione stato straordinario ,1
16573,chiaramente considerazioni bianconere due giocatori differenti me perfetti giocare insieme ,1
16578,orgoglioso te kalidou ,1
16430,grazie ,1
146964,in bocca lupo teamcroatia l ultima gara girone juveworldcup worldcup icecro,1
16425,piu giochi bene vedo lontano me kalidou fine anno sai busseranno averti comunque andra sempre cuori ,1
65572,grazie altrettanto te amico vista l ora buon pranzo,1
147148,la m bellissima lettera,1
147147, my best player at the worldcupfinal will love him at il miglior giocatore worldcupfinal amero welcomejorginho welcomesarri,1
65570,concordo problematica vorrei vincere bastava tenere sarri prendere centravanti 20 gol invece passo indietro grande ,1
65568,il miglior acquisto ultimi 10 anni dopo,1
16265,era sogno aleggiava juventini ma fine cuore scelto gloriosa societa te sempre grati feliz 2019 para todo los miembros de familia ,1
91323,e bellissima brividi ,1
65567,lo chiamavi omm merd quando andato mo e buon x tendenza like ,1
65566,caro fa onore prima essere grande sportivo grandissimo uomo grossa umanita verso soffre complimenti,1
147139,ciao lich rimasto cuori bocca lupo grande guerriero dimenticavo finoallafine,1
65565,a me piace tantissimo sofferto l anno maledetto chelsea puo fare benissimo,1
91327,grande mario ora parte missione armadietto subito dopo fonderia sciogliere ,1
147135,mi dispiace bianconero amo migliore mondo italia solo squadra juventus cristiano ronaldo,1
16273,due parole sull ottimo settimane mai stata fra l hanno accolto fischi sacramenti sospeso giudizio aspettato vederlo campo mai fischiare propri giocatori tifosi dobbiamo dare fiducia serenita desciglio,1
147133,medhi unico grazie ,1
16274,fin ora squadra giocato partita migliore chissa,1
91330,buone feste tutti forza samp ,1
147128,ogni giorno passa dimostri sempre amare colori meritare tantissimo fascia capitano vero ,1
65561,grande vini ,1
16281,tanti auguri pipita nostro torna casa ,1
147122,certo cosi contenti tutti soprattutto cronisti sky ,1
16285,certo nazionale importante romanisti vali tanto ,1
147117, buone feste onore vanto curar lascia passa orfani te persona atleta stessa cosa senza te cuore buco forma numero quando puoi torna riempirlo,1
16290,non solo uomo grande uomo quali c e sempre bisogno ,1
65551,complimenti francia giocatori juventus campo finale ,1
16294,come solito analisi perfetta sempre piacere seguirti aspetto commentare giocate su,1
147108,non chiagnere livelli puoi permetterti farti trascinare nervosismo,1
91308,brillante sergio,1
65542,juveroma cosa bella partita cross sinistro finalmente var contro ,1
147162,spettacolari bravo bravissimi abbraccio,1
16245,per sempre cuore gladiatore giallorosso,1
147230,bravo te ,1
147228,uccidili successo seppelliscili sorriso benati keep smiling benatia,1
65622,vederti esultare ogni intervento decisivo difesa gioia occhi immenso ,1
91262,felice acquisto quando arrivato juve non solo adesso spero rimanga possibile noi lui grande difensore,1
16199,zio pat cuori noi,1
91267,la grande famiglia ultramici augura buon anno 2019 grazie particolare voluto rendere speciali auguri ultramici unitisivince forzanapolisempre buonannoazzurro,1
147214,il tempo vola nuovi campioni arrivano posto speciale ,1
16206,rimani juve solo grande calciatore grande uomo anno prossimo risponderai campo sempre forza juve,1
65612,un grande uomo una persona perbene ,1
91274,sei grande kk grazie te,1
65610,noi italiani tifiamo x belgio we have dream too belgium world champion ,1
91278,che giocata fatto incredibile spettacolo frabel fra worldcuprussia2018 worldcup,1
147202,uno messaggi belli letti oggi bravo ,1
16218,riflettevo pensate calciatore napoli nostro bellezza poi dicono napoletani pazzeano sempre sempre felici vir tu ,1
91291,brasilesvizzera inchiodato linea porta calcio d angolo ,1
65595,grande ragazzone firenze ricorda sempre affetto,1
65594,buongiorno popolo questa notte sognato urlava coro capitano sensazione bellissima credo restera solo sogno ,1
91296,nainggolan guerriero personifica roma as roma ultime stagioni ringraziamo cio messo raggiungimento obiettivi migliore fortuna futuro sempre roma grazie,1
147182,avrete pure vinto coppa mondo cazzo bidet potreste usare eh ladri opere d arte ,1
91299,complimenti terzo posto mondiale meritavate molto piu,1
16240,wow bella coppia ,1
147176,bisogna vederlo giocare qua strinic dicevano ogni primis io eppure vedendolo giocare me piace gioca cosi potrebbe prendere posto rodriguez comunque entrambi bel mondiale bisogna dirlo ahah,1
147174,ha cambiato partita bravo bracrc brasilecostarica,1
147173,grande paulo felice te orgoglioso te tifero te argentina pero ricordati sempre finoallafine,1
91303,tanti auguri gigante buono ,1
147171,avete fatto piu bella battaglia piu grande calcio te traduzco para buffon sergio jaja,1
147167,comunque vorrei tutta vita ,1
16248,e tifosi autorizzati dire quindi bene forza vesuvio ,1
16649,dalla curva maratona tifare ragazzi granata ammirare grande campione ,1
147104,io ora me gioco vincente mondiali,1
91348,buona vigilia amico,1
16379,benvenuto bisogno uomo spogliatoio livello,1
16380,noi regaliamo stima grazie emozioni ,1
91422,sicuramente bella ,1
91425,bellissimo messaggio all professionista esemplare straordinario attaccante to be continued mi9 inter amala,1
16386,carissimo grande giocatore lo schifo parte e senza limite siamo orgogliosi tifosi averti noi forza volte e l invidia perche giochi napoli auguri vai avanti ciao ,1
16389,complimenti polpo paul sempre cuore bianconero ciao campione mondo ,1
16393,pensa bello durante finale mondiale calcio presente salvini macron putin ricorda smith carlos olimpiadi 1968,1
16398,ma dicendo so certo giocatori juve euforici all idea dell arrivo cr7 cosa normalissima resto serena solo grande professionista uomo immagine varra oro ,1
147004,grande capitano manchi tanto un sogno vedervi giocare insieme ,1
147003,un devastante regala all atletico terza l alchimia squadra allenatore tifosi davvero fantastica chapeau cholo valoroso guerriero ,1
91435,complimenti partita qualificazione gran capitano trascinatore spiace juve auguro meglio,1
65471,grande tifosa veramente grande applauso cara francesca roma prima tutto ,1
16405,e giocatore sottovalutato meraviglioso avere genere campo darei qualunque centrocampisti 100 milioni ,1
16406,siete geni colori immagini livello fantastico bellissimo,1
91441,grazie sopratutto essere uomo grazie,1
65467,dries figli tifiamo te fns,1
16409,per me sturaro fase interdizione aggressivita bravo diciamo quasi normale palla piedi scarsissimo deve tenere testa bassa controllarla dai ,1
146991,oggi vedere streghe all metterete cuore pace guadagnera fegato buona domenica,1
91443,se solo sogno svegliatemi ronaldo forte giocatore mondo attivita grandi storia calcio nuovo calciatore benvenutocr7 finoallafine forzajuventus godo,1
91446,grandi ragazzi ben tornati forza napoli sempre,1
146985,bravo davide bella partita ,1
91452,spero te 78 l anno nascita comunque tempo perdere sa tenere discussione risponde faccine buona serata ,1
146977,la cosa divertente giorni sentire leggere cercano dimenticare convincersi pippa vediamo inizio campionato amala,1
16423,amalaaaaaaaaaa fantastici soprattutto pazzi ,1
146973,ma sai pietro tanto precorrere tempi puoi spiegare secondo te differenza eppure totti belle proposte secondo me differenza fatto nemmeno prese considerazione aspetto tua ,1
146971,eh superiore meschinita infischia altamente ,1
146970,pensavo volta ufficializzato trasferimento smesso pensare 24h 24 giro sa innamorata ,1
147023,menzione speciale kalidou koulibaly fantastico championsleague perde miglior centrale mondo forzanapolisempre liverpoolnapoli,1
16299,con tutta goduria possibile tanti auguri panita ,1
147024,edinsoonnn cavaniiii e l urlo voglio sentire san paolo domenica torna casa aspetta te napoletani pur averti vuoi tornare citta figli sacrifici napoletani tanti torna idolo ,1
16374,tanti auguri congratulazioni ,1
65538,grande mauro dimostri essere gran persona oltre grande giocatore visto consolato,1
65537,grazie buon natale te ,1
91353,ma cosa aspettate diamo linter interisti ama noi riportatelo lottare maglia bella mondo riprendirafinha,1
91356,e allora diciamolo insieme insieme quattro volte campioni mondo campioni mondo campioni mondo campioni mondo abbracciamoci forte vogliamoci tanto bene vogliamoci tanto bene perche vinto vinto stasera cit caressa,1
91358,io volevo intendere litalia questanno manco qualificata capisco motivo mettere simbolo italiano rappresentare vittoria francese litalia giocata partita oltretutto tanto parlato commentato ,1
16315,sei grande capitano ,1
91367,sei grande tanti auguri x tutta carriera x sereno natale ,1
147081,lo compra rafforzarsi rendersi competitiva vincere ci andata vicina eh riesce bene altrimenti significa ancora abbastanza forte credo funzioni cosi dici ,1
16325,caro edi fine carriera parigi madrid manchester te rimarra nome vieni napoli portaci scudetto te rimarra l immortalita soldi finiscono riconoscenza popolo citta passera mai ,1
91368,grazie pazzo giocoliere campo salta avversari birilli fuori importante uomo spogliatoio inoltre preferito nonnina percio tanti cuori lui ,1
91371,bellissimo video guardo credo canceloe rafa meritino restare ragazzi fantastici amala cancelo,1
16330,siam venuti fin qui siam venuti fin qui veder segnare tantissimi auguroni buon compleanno campione finoallafine grazieeeeeee pipita 9 ,1
91376,benvenuto guerriero parte buona luna ,1
65516,io mai scritto va rileggi scusati ,1
91382,ugola persa tanto colesterolo accumulato londra voglio bene stesso mio,1
147063,eccezionale impeccabile voglio vedere croaziadanimarca,1
65512,felice anno nuovo campione,1
16347,ci mancherai soli 5 mesi preso cuore que te vaya bien sea donde sea grazie rafa ,1
91396,io credo gestira due portieri l anno scorso titolare giochera tante partite molte 12 classico ogni caso juve davvero ottime mani,1
147040,sei grande professionista soprattutto grande uomo forza koulibaly26,1
65493,higuain andato via napoli fatto meglio classifica fino raggiungere 91pt cio significa poteva vincere andato torino vincere facile laddove vinto vari giacc padoin napoli diventato vice re li tanti ,1
147035,io inizio mondiali tifo croazia portiamo casa mondiale gruppo unito sempre finoallafine,1
65488,un plauso va gia fatto altri terzini mi ricordo panucci superati 30 riscoperto centrale difesa bravo abate milan,1
91415,grande grandissimo romanista,1
91416,bellissime parole microfoni fine match empoliinter,1
91417,carriera chiusa ladri condannati doping senzavergogna ridicoli rubentus peccato giocatore preferito ,1
65486,buon compleanno pipita,1
65483,ottimo acquisto campionato italiano top,1
140713,congratulazioni benvenuta piccolina famiglia bianconera ,1
65267,si ronaldo ronaldo pochi emozionato pipita tanti auguri ,1
65264,mi simpatico sa checca isterica isterismi vincere piu me diventare simpatico aziendalista momenrito vedo solo monetizzare possibile nuovo marchio acquisito so stronza so ,1
146354,ma prima dell occasione milioni dovuto prendere altri bagno umilta voli molto basso mai vinto nulla ,1
91891,la squadra piu ladra mondo viene insignita bravura calcio malato giornalisti terroristi ,1
91893,buongiorno tutti quel figlio buona mamma mendes po piu non svegliateci ,1
65050,ho sempre pensato messi forte cr7 sorprendendo sempre piu chapeau worldcup rusia2018,1
146336,grazie ,1
146335,forzanapolisempre bello avere grandissimo edinson cavani napoli maglia numero 9 fantastica prima punta bomber rivogliamo grande napoli ,1
146334,grazie buffon lichtsteiner finoallafine,1
65045,ci pensera allora matuidi vincerla da buon juventino ovviamente,1
146331,marcelo dato continui mettere like raggiungilo voglio vedere scoppiare tutto ,1
16974,guarda riprendirafinha capire amano tifosi ,1
16975,quanto forte,1
146326,grazie stupenda giornata laltro considero regalo mese nato grande pres ,1
16953,contento vedere tanti tifosi interisti caso letteralmente incazzati sentono dovere prendere distanze cose simili facciamolo quando capitera e capitera tifoseria ,1
146323,un giocatore strepitoso unico circolazione puo essere accostato pirlo ,1
16980,pur interista fiera orgogliosa te koulibaly senegalese francese senti napoletano auguro ogni bene,1
65037,io malcom conosco due anni molto forte,1
65036,te amo messi te amo tagliafico volve banfield,1
16989,avrai sempre posto leggenda trenino svizzero ,1
16990,non vedo lora paulino vederti joya gioiellino vogliamo sempre famiglia torna presto fenomeno aspettiamo ogni sera prima andare letto gusto qualche prodezza,1
65031,molti provato riusciti bentornato flaco pastore inmezzoairomanisti,1
16995,ottimo cross prima desterno tiene area rigore inzucca w cross milik napolibologna forzanapolisempre ,1
65029,stai giocando livello spettacolare baka continua cosi grande tiemoue ,1
146303,alessa cosi pure va riconosciuto ,1
91918,buon giorno ragazzi forza la juventus voi vogliamo vittoria l inter i forti voii ,1
146301,bravo sacchettino,1
17000,buon anno ragazzi ,1
91903,rendera glorioso futuro prossimo juve ,1
16950,ok quarta volta tolgo occhiali asciugare lacrime emozioni luca e,1
16949,consegna immediata pallone d oro grazie cristianoronaldo poresp thebest,1
65065,grande tenta l approccio ragazze palco ,1
146419,mi dispiace finita cosi mannon mai insultato mai faro chiunque metta maglia merita rispetto ciao joao dovessi rimanere comunque felice,1
65103,a trigoria vede nn bocca lupo,1
16901,con panama benevento sempre grandissimo ciruzzo ,1
146412,giusto bravo,1
146411,grande juan quest anno divertiamo ,1
146408,grazie fatto noi e stato spettacolo privilegio vederti fascia mancherai fino fine oltre,1
65093,calma ragazzi penso vendano sturaro all 80 quindi state buoni ahahha,1
65092,le donne devo tutto parte mamma pau senza persona ora dallaltra fidanzata senza mai cosi felice non mai visto occhi brillare sorriso illuminarsi ,1
16913,quanto bella ilaria ,1
146398,ci sicuramente grande sempre bravissimo finoallafine,1
65085,grazie bocca lupo sempre forza magica roma,1
65084,bestemmierei dicessi zaza costa molto meno ,1
91862,caro beneamato spero notti serene prendere decisioni giuste rimanere allinter potrebbe darti gloria predecessore penso giocatore stimato mondo calcistico gia campione ,1
16929,adesso famiglia benvenuto fenomeno te estamos esperando ,1
146385,cirooooo napoli ama aspetta nun facimm strunzat ,1
16931,scoperta luca gia incontrato capitano sempre orgoglioso tifare regalato sorriso luca merita certo fara piu bel regalo raccomando cr7juve,1
65074,ma bello,1
65072,bello gol kramaric cro assist bacio di,1
65069,arrivederci tutti stato bello seguire calcio italiano complimenti colpo stratosferico chiaro campo parlare sembra chiaro stato attuale juve parte 10 scalini sopra altre seguiamo fede vabbe ,1
146373,spiace fortuna esiste liberta espressione continuo dire nainggolan bidone 2018 senza alcun problema d accordo me me ragione ,1
91873,auguri te douglas splendida bambina ,1
146371,la sofferta battaglia umanita migliore rende merito battaglia civilta importante immensi meriti sportivi grazie kk ,1
146370,il dopo facile nessuno giocherai posto altro grande portiere bravura lavete dimostrata pizzico follia dellamore maglia gigi scriverete storia good luck ,1
146368,ciao radja grazie x anni mancherai me rimani grandissimo good luck ninja,1
91875,e giochino bellissimo rompete palle zittisce meh corro fa freddo mm17,1
16944,ci manchiiiiiiiiiiiiiiiiiii douglas ti aspettiamo campione ,1
146365,ti vogliamo bene juan ,1
146298,ciao grande ninja ricorderemo cosi ,1
17002,caro matador qui napoli ritroveresti mare sole lamore adl te vedere ,1
17004,ragazzi fantastico cristiano ronaldo,1
91921,ciao idolo sempre seguito tantissimio tempo dopo juventus seguivo te sempre sognato arrivassi juventus seguivo real seconda scquadra te juventus sogno diventato realta benvenuto te famiglia alla,1
91965,buon compleanno mannaggia striscia rossa brutta torna presto bianconero intanto auguro meglio divisa ,1
64982,grazie te dato roma auguro buona fortuna nuova avventura ,1
17063,il sforzo arrivare calcio rigore stato fondamentale grande mario grande squadra forza juve ,1
146225,un grande portiere lascia roma liverpool peccato serie a grande acquisto squadra inglese preferita finalmente portiere degno nome dopo tanti anni alisson calciomercato roma liverpool,1
146223,ogni tanto giusto ricordarlo larete amala,1
64979,importantissimo numero maglia nerazzurro i welcomeradja welcomeninja amala interishere,1
91973,grazie avere scelto juve grande sempre finoallafine,1
146216,la smentita clamorosa fa bene sperare daje luis te ,1
91974, bella ,1
64973,onore te steph dato ogni partita storia juventus ,1
91978,oggi me migliore campo e dappertutto fa sentire grandi giocate riposati giorni girone ritorno raccoglierai frutti enorme lavoro juvesamp finoallafine,1
146209,concordo toto l articolo superconvinto bonta dell affare ronaldo solo chiesto fonte numeri ordini preordini perche sembrano numeri assurdi qui,1
64972,la banda suona rock bellissimo ora trovi tweet parlo male ronaldo vieni baciare culo tacerai sempre caso contrario baciarti culo tacere sempre cosi stella andri ,1
17077,alzala gigi ,1
64969,grande capitano aspettiamo qualche tempio dopo padthai birra locale,1
17082,campione campo vita grande,1
17083,adesso posso dire davvero tifosa juve agora posso dizer que sou verdadeiramente torcedora juventus,1
17087,non avere timore stato sfortunato all esordio fatto lancio insigne manuale calcio metti tutta cazzimma campione napoli napoli amano tre portieri bravo campione,1
91986,grazie presidente noi finoallafine forza ,1
91987,sei tifo juve ,1
146193,ora facile potevi fermare durante partita chiedere tifosi ricordarsi oltretutto calciatori colore squadra,1
91995,pura magia ,1
91998,sempre te onora maglia sempre rispetto ,1
17103,mmmm conosco bene padova amo tante citta lucky luca,1
146180,grande mattia bellissima partita complimenti finalmente viene fuori valore seconda scelta ,1
92002,tanti auguri dio benedica caro condottiero protegga te famiglia,1
17106,buon 2019 fede grazie ,1
91960,auguri ,1
16896,a soddisfazioni ora raccomando metti dvd vedila nuovo forse 5 6 anni ripartecipare sempre esistera ancora milan ,1
146236,il pezzo celebra grandezza mattatore portogallo spagna 3 3 tripletta campo secondo articolo letto serata piccole soddisfazioni gazzettadellosport,1
91956,grazie chiello ennesima vittoria tutta juve juventini buona fine buon inizio auguri bianconeri tutti,1
146293,anche te buon natale felice ,1
17006, grande dries come sempre metti firma complimenti continua cosi aspettiamo prossimo campionato intanto avanti tutta ,1
17010,sara ancora lovely indossando maglia enjoy your last days,1
91925,benvenuto juventus cristianoronaldo finoallafine,1
17012,immenso matador spero nulla d grave infortunio torna matador torna,1
65018,passati 8 mesi ormai ricordo solo palloni persi appoggi fiacchi reattivita zero cmq quando andra via iniziera canto vedove hakan innamorati gliela mai ,1
17016,poca cosa rompere soffitto serve spazio crescere arrivare vetta champions crediamo tanti ostacoli fine risultato arrivato meritato fino fondo bravi,1
146278,come capito tifosi dellinter fatto complimenti dimostrato campo fuoriclasse assoluto bestie rappresentano forza kk ,1
17020,che campione educazione esempio bravo blaise ,1
65012,grazie asa ,1
17022,si sai napoletani simpatici popolo geniale ecc ecc altri scandalo ogni anno bruciore anale sempre doloroso ,1
146274,bravo luca modrich bravo ,1
146273,ve meritate dobbiamo continuare salire ,1
17023,comunque vada grazie higuain finoallafine,1
91933,hai fatto buttar fuori koulibaly innervosito manteneva passo scappato via bellezza grande poligoal grandi meriti vittoria vanno te amala,1
146270,oh oh oh ciao neymar ciao ciao ciao ciao brabel,1
146266,il ragazzo cresce ogni partita bravo ,1
91937,la parte buona tifosi te ogni tipo razzismo importa maglia indossi rispetto l educazione colore pelle maglia juventino dico devi esser orgoglioso cio sei norazzismo,1
17029,di woj piace molto sicurezza mostrato cl,1
65005,resterai sempre noi e comunque grande ,1
146252,la reazione parigi notizia ma finito ahah nun ce bene cazzo,1
17041,grande bravo solo applausi te ,1
146249,complimenti francia meritata vittoria mondiale2018 il portiere francese invece puo fare altro vita oggi notizia importante ancora cr7 finoallafine forzajuve,1
146248,non importa adesso indosserai un altra maglia passato dimentica resterai sempre cuori forza radja bocca lupo nuova avventura ,1
17046,siamotuttikoulibaly grande uomo testa alta sempre ,1
146242,auguri ,1
64991,a me sembra voce papa auguri buone feste,1
64988,asamoah poi piace tantissimo ,1
91834,ok 3 anni 3 5 giocatore 34 anni vanno bene contenti voi ,1
91832,grazie ragazzi juventus presidente magazinieri bellissimo fine anno buon fine anno forzajuve finoallafine ,1
146427,auguri pipa grazie tutto ,1
65211,welcomedavid benvenuto uaglio forzanapolisempre,1
65209,buon anno te twitti posti ,1
16742,good luck grazie 7 anni juve ,1
16743,grande yuto qui chiude 10 milioni oppure prossima ve soffia ,1
91723,adesso vero e finzione realta e nuovo giocatore juventus grazie marotta paratici addetti lavori ,1
91724,grazie ninja rimarrai sempre lt 3 capisco xk venduto scelta sbagliata bocca lupo x nuova avventura lucianone dajeee romaaa ps me regali maglia ostia ,1
16747,ahahahahahahaahahhahahahaahahahahahaahhaaha uguale,1
91725,buon anno matteo ,1
16749,complimenti auguri,1
146595,bravissimo mario bravo bravo bravo croeng,1
16752,buona serata te abbraccio ,1
91729,tanti auguri vogliamo bene ,1
146591,tanti auguri stephan e forza juve ,1
16756,onore te tutta croazia grazie averci fatto credere finoallafine,1
65200,campione straordinario soprattutto uomo io te siamo te,1
65197,buon annooooo forzanapolisempre,1
146580,pastore tanta roba me conosce bene campionato molta esperienza europa,1
65192,finora andati avanti senza prestazioni pesanti champions league adesso poi bisogno te campione devi portare lontano te ,1
16770,quanto bello dolce tenero vorrei sbaciucchiare quel viso cucciolo abbracciarti forte guardare occhi splendidi dirti davvero amo,1
16772,grazie te cedi mai ,1
146572,bravo juventino quando venne ronaldo il fenomeno allinter sono vecchio molto felice adoravo vederlo giocare serie deve fare sistema riportare grandi campioni italia bene campionato,1
146569,siam venuti fin qui siam venuti fin qui vedere segnare forza pipita resisti conquistati posto oltrelafineperamore,1
16775,ti chiami venuto momenti peggiori promettono progetto serio premesse migliori poco tempo dicono gennaio cambiera tutto poi presentano muriel stato bello averti pipita ,1
65187,prendetelo rinnovo vai capitano top merita top ,1
91748,ogni volta marione scende campo guardo ammirazione calciatore straordinario diventato 17 the best tifosaorgogliosadite ,1
146564,vorrei sapessi animali quelli fortunatamente ,1
65184,il migliore sempre ,1
16737,ti aspettiamo campione riprovavi von signora vogliamo bene ,1
16783,j s 7 aspettiamo sempre cosi ,1
16735,bellissimo messaggio solidarieta ,1
91716,ahahah l ho capito confuso preoccupare e eccellente operazione marketing portera frutti dipende riusciranno veicolare prodotto juve ronaldo asia c e vero mercato ,1
146682,complimenti rubato oggi ladri ,1
16673,io sempre fiducia te tecnicamente forte vuoi riprenderti tutta tifoseria fatti trovare pronto prossima chance fa grande prestazione sai fare inizio quando arrivato portogallo gioca spensierato da,1
65259,ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha ahahahahahahha,1
65256,sei grinta passione voglia vincere sempre cmq semplicemente popolo juventino campo finoallafine grazie marione 11marioniincampo buon natale te,1
16682,il napoli ottimo ospitare grande portiere david ospina tempo utile risultati magistrali,1
146664,se dite ora che ferie dovrei organizzarmi ,1
65246,buonasera scusa disturbo fra pochi giorni compleanno figlio potrebbe fargli auguri video massimo messaggio andrebbe bene chiama ugo scarpellino grazie mille email sc22 it,1
16693,io me fotto politica marione facci sognare fracro fra cro,1
65239,beh esagerare tranquillita ,1
16699,il ninja portato via parte cuore grazie cio dato fatto vivere,1
65235,qualita tecnica immensa attaccato maglia entrato cuori riprendirafinha amala,1
65233,bel tris ormai fate parte onorata famiglia agnelli fa onore,1
146644,gonzalone tanto contenta gol inaccettabile critica sei troppo sensibile tu senti ogni cosa persona troppo umana troppo umile mi auguro possa iniziare nuovo anno tanti gol mollare mai per sempre cuore ,1
146641,mi vergogno parte curva occasioni dimostrata razzista internapoli confermato scuse fantastico giocatore grande persona,1
16709,non dubbi ,1
16711,grande te ,1
16712,come pigiama male ,1
146636,juannnnn prossima stagione compero maglia adoro auguri campione finoallafine,1
65227,grande juve ormai stampo europeo grande leo ciao ,1
16718,2017 grazie capitano 2018 grazie r4elive,1
91706,buon compleanno gonzalo qui ,1
146627,spiace vedere radja milano spiace rimasto vita roma voglio bene ninja auguro meglio,1
146626,cmq voglio bene buon anno ciru,1
91709,quality haha,1
16728,alex ammettilo gliel hai detto venire juve grazie capitano pinturicchio 10 oggi sento dire te nessuno mai ,1
65217,auguri sempre cuori ,1
91715,miglior terzino mondo,1
16734,meglio asroma numero 10,1
91664,tra tutte cose detto dimenticata dire croazia arrivata finale subasic danijel fermato volta kane parato rigori danesi russi lui dico grazie love u,1
146558,g1gi dopo aver pianto durante conferenza stampa capitano pubblico questo gol umiliazione prescritti parte dopo averli purgati insieme gol pipita 28 aprile scorso un altra perla godimento ,1
16789,sei grande capitano sempre solo forza inter,1
146480,dal bagno caso daje radja ,1
146478,miky anni altri vedono poco brillanti va benissimo cosi cose funzionano benissimo ,1
146477,mario stati grandi orgoglioso averti squadra ,1
146476,amore ,1
146471,bienvenido grazie tutte esclusive cr7allajuventus seriea championsleague sportitalia,1
146470,buona settimana caldissima oggi ufficialita andresilva presitito ddr antonelli definitivo all entrata quasi fatta dovrebbe muoversi poi c e sogno succede succede sms,1
