,tweet_text,sentiment
19536, caro luciano se lo fai tornare ti giuro che non ti suggerisco più le formazioni,-1
19535, infatti aveva ragione lotito la juve non aveva soldi per comprare ,-1
60747, sei un comico avete perso una partita totalmente inutile e sembra che abbiate perso la finale di champions ah no scusa quella a giugno schifoso,-1
19529, no però è un difetto che hanno anche tutte le altre non solo la samp che come tifoseria si è sempre comportata civilmente ,-1
19525, ma smettila con tutte queste stronzate va,-1
111588, ci spiace tanto purtroppo l’arbitro l’ha fischiato ,-1
60738,io fossi li denuncerei tutti perché quei fotomontaggi di merda che stanno facendo sono deleteri per la sua immagine ,-1
29189,repost get repost sono deluso da quello che è successo ieri a san siro diciamo basta al razzismo e la discriminazione mi9,-1
69633, beh sinceramente io tifo la roma e se ho superato neanche tanto l’addio di un certo francesco totti supererò anche naingollan d’accordo sul vivere come uno meglio crede ma alla fine sta storia delle plusvalenze comincia ad essere per quanto giusta un pò stantia,-1
69635, voi siete schifati in tutti il mondo cazzo parlate ,-1
29208, gli ho scritto lo stesso mamma che noia sto inglese ,-1
60718,ma rappresenta qcs di sbagliato perché gli sbagli più grandi son altri secondo me ,-1
69649, tutto quello che non riguarda il calcio cori razzisti scontri tra tifosi dentro e fuori dai campi è un problema serio da affrontare a muso duro ma che non puoi mischiare con le questioni meramente calcistiche ,-1
69651, spero sia eccessivo il mio pensiero ho questo presentimento la cosa puzza,-1
19724, così ti vogliamo con la domenica rovinata ogni dannata settimana,-1
19739, ma quanto cazzo rosica questo fac simile di giornalista monnezzaro e infatti l odore si sente da qui avevate un sogno nel cuore ma poi ti tocchi il culo e senti ancora dolore ,-1
70261,povero le hostess non hanno risposto al saluto preferivano my7h,-1
147961, ridi coglione che nel frattempo fallisci ancora ,-1
69239,brozo e ranocchia pigliano fischi ed insulti abbassano il testone lavorano duro e riconquistano i tifosi quel senza palle di preferisce evitare di tornare ad appiano perché sarebbe inutile e manco ha l umiltà di ammettere che pure lui ha avuto colpe patetico ,-1
28854, sono certi che lascerai l inter e a dirlo sono quelli che non amano l inter con questi rinforzi hanno ancor piu’ paura di te x questo ti vogliono altrove mucha mierda y buena suerte para todo ,-1
111311, tu e giampaolo siete due sfigati ,-1
139953, questa ossessione mi fa godere come un riccio non si godono mai nulla perché pensano a noi,-1
69249, ma non doveva seguire sarri a londra ancora qua a sparare cazzate pagato dalla rai coi soldi del canone ,-1
28869, purtroppo il calcio non è vissuto nel modo giusto e la mancanza di rispetto denota la profonda ignoranza di un numero rilevante di persone che frequentano gli stadi ciò che conta prima di qualsiasi risultato é l’essere un uomo vero ,-1
147959, ma non avevi detto che era più probabile un tuo ritorno in porta che la cessione di o anche il tuo era umorismo americano ,-1
69265, ma se vincevamo la partita dei buuuuu razzisti non ce ne futtev nu cazz siccome abbiamo perso ,-1
69230,tanto non c è un cazzo da fà e purtroppo c avrebbero pure ragione a dì che co i etc non avemo mai vinto un cazzo che poi ci vuole poco te credo abbian vinto solo 3 scudi ,-1
28874, soldi buttati tanto questo se ne va come quella merda merducci,-1
19895, stuani il peggiore giocatore di tutti i tempi un morto in campo ,-1
147968, si inventano la peggiori cose nessuno se li caga e si inventano che sono stati aggrediti dentro l allianz stadium da gruppi di juventini siete la disonestà in persona rappresentate la falsità con le gambe vergogna,-1
139934, sei vergognoso,-1
147979,ehi dovevi star sul cazzo proprio a tutti tu eh eppure mi sembri dello stesso colore pure tu ah già ma eri un bad boy chisseneincula del razzismo in quel caso che teatro terribile han tirato su ,-1
61029,il problema non è vendere caro tifoso medio davanti a certe offerte o sei il real madrid o accetti il problema è come si decide di reinvestire quei soldi su quello puoi dire la tua caro tifoso medio asroma ,-1
69282, non da noi maninho ha praticamente detto che non abbiamo voluto riscattarlo e adesso cercheranno altro,-1
28851, il problema è che non sei in forma per nulla ,-1
103996, sono vergognosi combattono il razzismo con del razzismo,-1
28994, ok solo la maglia ok solo la roma però questa cessione è stata davvero dolorosa forse caro questa delusione potevi evitarcela all inter poi ,-1
147884,chiedo 1 se un giocatore che viene da anni di champions e vittorie come commette errori simili che colpe ha spalletti 2 se perisic è fantasma che ha paura di se stesso e non conosce più la palla che colpa ha l’allenatore apriamo gli occhi ripartire e stop ,-1
61119, son la pura pinche verdura del caldo ,-1
111256, criticare la prestazione di una squadra in un amichevole estiva dopo 10 giorni di carichi voi state veramente male ,-1
28789,mi sono sfondato il ginocchio non me dà il colpo di grazia so’ depresso già de mio dije de no ,-1
19999, aggiornate la scheda manca la partecipazione al mondiale 2018 ,-1
69177,ma soprattutto mi dispiace per giudain argentina inesistente e presuntuosa argentinacroazia,-1
147878,io in cerca del cazzo che me ne frega che sia andato ai gobbi di merda,-1
28794,ma arriverà quanto stress sto leggendo notizie tutti i giorni da 1 settimana e niente ovviamente se è verità non vendete ne a nemmeno per piacere vi prego facciamo una squadra forte per ,-1
111266, che peccato con un così in forma ed un sempre più da inter avremmo dato fastidio a qualsiasi squadra peccato ,-1
139975, ma vergognati ,-1
147889, molinaro melo dimas esnaider bendtner poulsen boumsong c è molto di peggio,-1
147891, ho letto della mancata presentazione di se fosse vero sarebbe una figuraccia assurda spero di poter assistere ad una presentazione segna di hollywood forza juventus fino alla fine,-1
19981, noi balliamo perché vinciamo perdente ,-1
19976, peccato avevo sperato vivamente che venisse ma corsaroll due ha cessato questo sogno sul nascere non azzecchi un cazzo da mesi speriamo che ogni tanto ci prendi,-1
111287, ma di cosa cazzo stai parlando zaniolo ha fatto presenze in seri b e l abbiamo pagato 2 mln 2 di bonus l anno scorso chiudi la bocca,-1
19955, cioè sfruttare ogni partita del mondiale per attaccare i giocatori della juve è veramente da uomini mediocri ma la cosa più orrenda è che questa gente è pagata con i soldi delle nostre tasse che schifo,-1
139977,mi chiedo una cosa ma i giocatori dell inter non sono orgogliosi del colore della propria pelle non si sono indignati o chiamati in causa dai sostenitori della curva io sarei andato li sotto a zittirli a no scusate i cori erano solo per forzanapolisempre,-1
28890,fracro a mediaset stanno rapidamente assegnando il pallone d’oro a mbappè o modric hai visto mai che lo ridiano a ,-1
28893,voglio rassicurare i giornalisti o presunti tali che sono eccitati per l’arrivo di finché non torna il milan la serie a farà sempre cagare,-1
28894, i cattivi sono ovunque sicuramente però io i cattivi ovunque li schifo non faccio finta che non esistano e comunque purtroppo è un dato di fatto che i rifiuti tossici siano un affare in mano alla camorra e la camorra non è nata in trentino ma non è detto che non ci arrivi,-1
139854, se avevo un dubbio di cancellare sky ora me lo sono tolto che schifo,-1
28939, ha detto che dybala era stato deludente nonostante fosse in panchina per mertens due pesi e due misure ,-1
19807, è una vergogna,-1
19803, modric non va bene solo ai gdm poveri sfigati ,-1
69354, perché è un corrotto pezzo di merda semplice,-1
139863,bvbnapoli e laxalt completerrbbero la rosa e non sono nemmeno colpi da milioni di euro forza ultimo sforzo nn deludere chi crede in te forzanapolisempre napolinelcuore tifosoazzurro napoli ,-1
111391,non tornare nemmeno a milan bastrdo cornuto ,-1
19786, ecco perché gli idioti vanno ripresi ieri ero a vedere la partita della mia squadra passi a fatica che degli ignoranti pseudo tifosi contestino a vanvera la squadra ma quando ho sentito nero di merda non ci ho visto più e gli ho zittiti di brutto piccoli sono diventati ,-1
60954,da quest’anno non farò più il tifo per te anzi sarai fischiato e insultato come meriti perché da oggi sei un nemico benvenuto nel nostro campionato juvemerda,-1
69294, fanno il cazzo che vogliono,-1
60950, comunque se dovessi rimanere impegnati e suda la maglia solo così i fischi della nord si trasformeranno in applausi basta vedere brozovic ricordati la curva non ti regala e non ti toglie niente ma sei solo tu che devi meritarti il loro affetto,-1
148083, se prendi un giocatore come devi costruire la squadra su di lui gattuso non l ha fatto e ora si perde il giocatore di sicuro il milan fallira nei prossimi dieci anni siamo una societa persa berlusconi ci ha lasciati andare ad un uomo che non aveva soldi ,-1
148085, è una vergogna,-1
139837,disculpame volevo provarci ma non me la siento proprio,-1
139835, sono 3 mesi che non si regge in piedi ,-1
19758, anch io purchè poi non ci triturino i maroni con il fatto che bisogna risparmiare altrove se fai un operazione come questa hai anche i soldini per non offrire 12 milioni dove te ne chiedono 15 altrimenti fai la squadra e rinuncia ad operazioni monstre come questa ,-1
103833, e si caga in mano e non ammonisce che gli urla in faccia e lo manda platealmente a quel paese oltre che chiedere l ammonizione per l avversario ,-1
103886, da interista ti faccio i complimenti per la partita perché sei stato il migliore in campo e poi lascia perdere i cori in tutte le tifoserie esistono gli idioti ,-1
111379, caro ronaldo purtroppo dovrai farci l’abitudine a napoli a milano a roma i tifosi non juventini parlano di te e di juve più dei tuoi tifosi sono così la frustrazione e il disagio li ha ridotti a ridicoli castorini che blaterano su twitter cecando like dai loro simili,-1
19812, ti ho insultato perché è un paragone senza senso come dire che la stagione di tommasi era migliore di quella di emerson paragoni improponibili giocatori su diversi piani di valore ancora non lo capisci ,-1
19819, a me il napoli stasera non è piaciuto ha sbagliato ad applaudire mazzoleni mediocre non ha le palle per interrompere la partita,-1
19867, non capisce una pippa ,-1
19864, è vergognoso il mobbing che state facendo a montilovo ,-1
19855, un anno ti lascia la ragazza un anno sei depresso l anno dopo non ti tira forza che hai tutto per essere un grandissimo giocatore ,-1
61014,ogni volta che vedo poi lo sogno nel mio letto altro che rovesciate di cr7 no lampade no sopracciglia ad ali di gabbiano no good vero uomo ,-1
69304, non potete alterare la realtà colui che difendi ha fatto un gesto orribile che meritava più giornate irridere l’arbitro con un applauso un esempio negativo per i giovani da censurare ,-1
139906, che sei un coglione ,-1
111354,mi limiterò a tifare in occasione di brasilebelgio ,-1
103910, ma porca troia una volta e dico una volta perdete per demeriti vostri o è sempre colpa degli altri società e tifosi ridicoli,-1
103906, mi pare che sia abbastanza acclarato che l’anno scorso abbiamo sofferto nel recupero palla e giocavamo a ritmi lenti con questo non si da addosso alla dirigenza si fa solo una considerazione tecnica ,-1
69324,ovviamente scherzo non prenderlo pure tu come un invito che altrimenti muoio ,-1
139891, fate una bella stronzata dura 2 anni e poi è già da cambiare ,-1
28926, manolas andava allo zenith cazzo a dzeko non facevano un contratto pluriennale se non ricordo male florenzi a 5 giusto al s m della pietà alla fine per te sta bene così per me è un dispiacere mo che famo ,-1
139885, bene ma non benissimo mi aspetterei di piu,-1
60991, presentarsi con il chewing gum conferma quanto maleducato sbruffone e volgare sia ,-1
28930, lo sappiamo che il mercato non funziona così e possiamo accettare tutti i suoi spiacevoli meccanismi ma è crudele separare giocatori e tifosi quando ci si ama così tanto come nel caso di ormai è questione di principio e di rispetto per chi vi segue ,-1
69717, alla fine li hanno tolti ma è la filosofia che mi dà fastidio hai cercato su wikipedia le regole del sette e mezzo durante le feste di natale quindi sei un giocatore d azzardo ,-1
111659,buone vacanze questa squadra non ti merita ,-1
60667, il problema sono i tifosi tra virgolette perché in realtà non sono tifosi ma pezzi di merda chiudere le curve a questi stronzi e riempirle di bambini la mia solidarietà e un grosso abbraccio vista anche la persona a ,-1
29594, già brav’uomo èh ma il suo 1 2 3 il punto 1 mi rovina il miglior giocatore che abbiamo cioè ed i suoi errori di formazione sono abbastanza per farmelo andar spesso di traverso waitingzizou,-1
70063,mi sto quasi abituando a questi capelli e non è un bene ,-1
103254, no no party sampaoli sei uno stronzo vattene,-1
29587, spalletti gioca con il 4 2 3 1 e ha chiaramente detto di volere due esterni che sappiano creare superiorità numerica saltando l uomo né candreva e né perisic rientrano in questa categoria sapendo che vuole quei giocatori è impossibile per me vedere il 352 che schifo molto ,-1
19027, ciro belpan ti hanno scambiato per ma tu sei napoletano e te ne fotti,-1
70069, il traduttore mi ha fatto capire male il significato allora scusami george ,-1
60372, è miserabile dare per santon e un ragazzino,-1
60371, grande fratello blaise si sà che nella massa esce sempre qualche essere che vuole fare il più scemo o il più egocentrico non è razzismo è solo ignoranza ,-1
60364, è vergognoso assistere ad episodi del genere ed è ancora più vergognoso che non si prendano seri provvedimenti per contrastare il razzismo la xenofobia e l ignoranza forza i veri amanti del calcio e dei sani valori dello sport sono dalla tua parte ,-1
111918, triplicato mi ha bloccato perché ritardato l ho chiamato schiatta palla di merda ,-1
29603,io non lo venderei mai e poi mai lui come strootman non se pò fa na squadra de soli giovani ,-1
103236, il figlio della merda peggiore,-1
70090, aggiungerei un in panchina molto deludente giusto pezzodimmerda ,-1
60354, montatura assurda sono palesemente provocazioni all avversario più in vista nulla a che vedere col razzismo fosse così perseguiterebbero pure i nostri sono buh identici a quelli rivolti ai vari bonucci nedved ecc il napoli e ci marciano alla grande ,-1
29615, matuidi molto di mestiere nel calcio resta un minimo di tolleranza si valuta l entità non ogni tocco mentre florenzi troppo plateale e stupido per passare inosservato non sono proprio uguali belotti aveva già staccato poi leggermente sbilanciato ,-1
18997, nn sn d accordo con chi ce l ha con gattuso quando avevamo biglia e bonaventura le cose andavano meglio gioco punti e gol d la colpa è della società ke nn ha dato una rosa valida cambiar mister senza migliorar la rosa nn serve a nulla ,-1
139265, troppo grammi e società allo sfacelo anche i tifosi non ci credono più maledetto preziosi,-1
148736,modric dopo la partita “matuidi mi ha fatto molto schifo e un ladro e un vigliacco” vedi dove sei andato coi ladri e merde cogratulazioni ,-1
111917, un pagliaccio da far impallidire il peggior ,-1
29272, siete zanzare essere inutile poi chiedete perchè vi odiano più rubate calciopoli più negate sapete tutti come avete rubato ma continuate a rompere le palle vigliaccamente molestatori provocatori avete rubato l anno scorso in maniera mafiosa direi,-1
148701, da quanto dice gattuso oggi nn doveva nemmeno giocare nn so se lo dice per coprirlo a fine partita oppure davvero non sta bene,-1
148676,quanto lo vorrei uno scorretto anti sportivo nella mia squadra scorretto macellaio vieni,-1
148677, a me certe cose poi me fanno pure un po schifo ,-1
69998,se cediamo il mercato della è da 6 scarso le case affidabili si costruiscono lasciando i pilastri puoi costruire tutti i muri che vuoi ma un pilastro è un pilastro ,-1
103307,cazzo è arrivato davvero benvenuto non spanarci troppo il culo,-1
60417,uno dei problemi di ieri l’ingresso molle di chi è subentrato lautaro nullo vecino dannoso l’unico che entra sempre nel modo giusto è la squadra fa davvero fatica a capire che chi subentra deve dare qualcosa in più quei 20’ di chi entra sono fondamentali ,-1
29537, che no cedere cedere cedere higuain lo porto in spalla a sarri eeeee x precisare a me non è mai piaciuto non avrei speso quei soldi x lui e anche pjanic lo porto io se serve ,-1
19086,però davvero un peccato annullare un gol così meraviglioso povero ybjuve ucl,-1
103293, è colpa tua che sei troppo forte bello e interessante susciti invidia purtroppo e sciem non riescono a farsene una ragione ,-1
70053, 4 forse intendi 64000 che cantavano cori contro i napoletani e contro k2 il gioco non vale la vita e gli animi sono ormai esasperati basta con l ipocrisìa siete tutti uguali tutti razzisti tutti ,-1
29544, e cosa c entra questo con quello che ho scritto io voi avete augurato la morte al figlio di bonucci il peggio del peggio la rumasuglia dell essere umano ,-1
60406, a me l’operazione continua a sembrare del tutto inverosimile sia per come la juve ci ha abituato a comportarsi in questi anni sia perché si tratta di cifre giustamente neanche comparabili a nessun altro nella rosa detto ciò il prezzo del cartellino non sarebbe il vero —,-1
70043, sei un fuoriclasse un top player ma se non esci fuori i coglioni e pensi ad altro sembrerai sempre un cadavere che vaga per il campo inutile peccato le donne sono artefici del successo ma anche della rovina di un uomo,-1
19059, il calcio è seguito da molti e nel molto trovi di tutto purtroppo gli idioti nel molto ci sguazzano e di quelli non ci libereremo mai,-1
111910,pjanic che esce incazzato pensa a noi quanto siamo incazzati zio per la madonna svegliati invece di lamentarti ucl,-1
70047, ogni volta che che la apri volano ,-1
70049, insulti io non ti ho insultato ho classificato chi pratica questa merda dei sei uno di loro e ti sei offeso ti dico che anzi meritate di più sicuramente perché anche la merda ha più dignità di voi dovrei scusarmi con la merda ,-1
18994,inoltre non amo il suo gioco sporco pieno di simulazioni scenette da teatrino al primo tocco e l arroganza di chi ha sempre avuto tutto e non si aspetta niente di meno mi spiace ma se dovesse passare davvero alla juve mi risparmierà la fatica di seguirli ,-1
29622, caro cr7 eri un idolo con la maglia viola hai battuto quegli schifosi e te che fai non ti rendi conto che errore che hai fatto andare nella fogna d italia forza viola rubentus merda addio,-1
60346, mi soffermo sulla tua presentazione sei devastante meriti il meglio e un top club europeo per il resto mi sono vergognato di avere dei personaggi così che tifano la mia stessa squadra,-1
103111,vedi piangere a fine partita e pensi lo stesso sti cazzi volevate cacciare difrancesco ci siete quasi alle vostre lacrime non ci crediamo falsi non ve ne frega nulla asroma ,-1
18899,che disagio il portogallo io tifo ma la squadra è quasi imbarazzante uruguayportogallo,-1
148860,per la è stata sin dal principio solo una tappa di passaggio un trampolino per la sua carriera inutile incazzarsi nonostante tutto so incazzato vero,-1
148861, higuaim ci hai rotto il cazzo a furia di non giocare vattene a fare in culo con sarri stronzo di merda che non sei altro ,-1
29702, vabbè é inutile anche insultarti ,-1
103125, comunque in italia non ha mai superato i 15 gol in un campionato e spesso ci ha fatto smadonnare con gol mangiati a porta vuota e scelte tatticamente sbagliate solo chi ha la palla di vetro avrebbe potuto prevedere che col sarebbe stato così devastante ,-1
103118, diffidate da questi ladri non comprate fifa point e non aprite pacchetti sono solo dei truffatori ladri su 10 milioni di utenti solo 10 trovano greizman diffidate dai ladri,-1
70221, sono arrivati ordini da maradona l uomoche si è permesso di giudicare la vita di icardi lui proprio lui maradona che si permette di giudicare gli altri siamo arrivati al ridicolo,-1
103103, ero allo stadio ed è stato vergognoso mi spiace kalidou noi non siamo questa gente ,-1
29630, già metterli sullo stesso piano è una blasfemia imperdonabile ,-1
103101, c’era un po’ di penombra non voglio giustificare però non ha aiutato ,-1
29755, non mi è sembrato poi tanto fortissimo tutto fumo niente arrosto ,-1
29757, è insensibile,-1
29759, potrei risponderti ma non continuerò a farlo per due motivi uno per non continuare ad insultare la mia intelligenza e secondo perché ti commenti da solo ti meriti naldi e corbelli,-1
60223, pensa tu avvocato cocainomane padrone di squadra e industria una squadra intera dopata e prescritta le porcherie arbitri sempre a favore e il più grande di tutti i juventini passati e presenti in galera per corruzione michel platini ,-1
112060, torna nella tana infelice poveraccio,-1
139139, detesto questi cori perchè oltre ad essere stupidi danno modo di parlare a persone che non contano davvero un cazzo e non aspettano altro non fate finta di offendervi voi quando sentite i cori sul vesuvio avete un orgasmo che simulate in indignazione ,-1
18900, bastardi non potete farmi questo alle 7 pm ,-1
148851, wtf are you the chiropodist hahahahaha,-1
70173, oggi mi è sembrato un po lento e annoiato svogliato rispetto le ultime uscite,-1
139209, partita pessima si salva solo il risultato rubato sarebbe un errore madornale esaltare questa vittoria assolutamente estemporanea la squadra è malata disorganizzata sconclusionata priva di grinta inguardabile,-1
60336, vaffanculo figlio di puttana stronzo di merda ricchione buonasera,-1
139251, hey there hai appena corso un po non comportarti da campione dopotutto il samurai è stupido non hai giocato metà del gioco shameless ,-1
60335, questi non stanno bene,-1
29636, povero perdente tu e il tuo sindaco e la la tua città di merda ,-1
29637,siamo tutti con te kouli è una vergogna fieri di te fenomeno e grande uomo internapoli vergogna mazzoleni koulibaly noisiamoilnapoli napoli forzanapolisempre,-1
70135,penso che questo anno è più difficile per della sua vita non è andato al mondiale poi deve andare via dal suo amore che tragedia ,-1
70139,ogni tanto mi viene in mente che quest anno non ci sarà più mi sento triste calcio,-1
29655,se siete curiosi di sapere perché da anni il calcio professionistico è una merda e quante merde ci mangiano guardate solo per qualche secondo telefonata di salvini che dice i cori razzisti su sono uguali ai fischi a porcodio ,-1
103185, il problema è che questo è in parecchie tv e in radio non è capace di fare due conti semplici,-1
70147, che articolo di merda insulso,-1
139228, e se magari eviti di fare cazzate ,-1
29666, dopo le parole di adl ormai i nostri sogni sono infranti ogni tanto al noi tifosi bisognerebbe dare una gioia del genere ma purtroppo non è cosi spero di sbagliarmi ,-1
103169, la juve nn rappresenta l’italia migliore ma lo schifo più totale di questa nazione,-1
70167, la miglior analisi letta finora dybala era seduto scomposto e non ha riscaldato bene il seggiolino a pavon higuain ha preparato una pessima colazione stamattina i giocatori ne hanno risentito vergognatevi dybala e higuain ,-1
29680,che sceneggiata sto pezzo di merda piscinero worldcup brasilesvizzera,-1
60429, sta cosa mi sta devastando nn possiamo nn sfruttare questa occasione dopo 2 finali perse in 4 anni va preso senza se senza ma cr7allajuve,-1
69988, fossi in reina ti querelerei per le cazzate che spari,-1
139351,franciavsargentina cosa credevate di fare messi e mascherano un allenatore inetto come pochettino che lascia fuori e non è un allenatore ma un perdente,-1
19265, spero che parlerete anche della figuraccia in mondovisione ai danni di ada hegerberg trattare il primo pallone d oro come l ultima delle veline è stato vergognoso ,-1
139475, quelli sono già più forti hanno gli arbitri a favore se mettono il n 1 del mondo dove vuoi andare giochi per il secondo posto a me non piace ,-1
19278, che schifo d ora in poi ti metterò like solo se in foto non ci saranno quei colori con affetto lt 3,-1
19276, paragone che non ha senso i cori contro i napoletani da condannare sono istigati da linguaggi e comportamenti indegni che tu fai finta di non vedere le domande vanno prima controllate soprattutto se non provengono da professionisti verdi dovrebbe scusarsi povero ancelotti,-1
60559,esterni terribili tra qualche mese la rosa del sarà composta da esterni terribili ounas malcuit,-1
148524,caro stasera ho capito che tu sei il giocatore migliore di tutta la serie a perché hai fatto una grandissima partita nonostante tutto lo schifo che hai dovuto subire non ti preoccupare un giorno sconfiggeremo questi razzisti perché siamo più forti di loro ,-1
19270, perdona la stupidita umana ignoranza e cattiveria purtroppo sono all ordine del giorno ,-1
139460, sicuramente non giocherà in una squadra di un’associazione a delinquere,-1
148534, gli idioti non hanno bandiera non hanno colore non hanno nazione non hanno passione e soprattutto non hanno cervello massimo rispetto per un uomo prima che un campione avversario solo sportivamente sul campo ,-1
148566, i boo razzisti come quelli di cagliari a matuidi non eri così preso dalla cosa se non sbaglio è morta una persona fareste meglio a tacere tutti aizza folle che non siete altro ,-1
69859, 3 settimane e ancora 0 patch per la carriera vergogna ,-1
148540,mi dispiace per szczesny ma la pol in queste due partite ha fatto cagare quindi inutile prendersela con szczesny quindi ora caro tornatene subito a torino che il prossimo anno sei tu il titolare ,-1
60548, scommetto che il video che ti ho postato non lo hai nemmeno visto troppa vergogna vero perché non ammettere che vincete rubando e che la juve fa schifo ,-1
29399, chi offende con cori razzisti gli uomini indipendentemente dal colore della loro pelle non merita di essere considerato un essere civile ma solo un frustrato piccolo piccolo che ha fallito già quando è venuto al mondo ,-1
69884, assolutamente no io ho visto che quest anno l unico ad avere offerte dei top è stato skriniar almeno fino ad ora e non mi sembra che abbia mai minacciato ne davanti i microfoni ne in società o sbaglio ,-1
69885,devo dire che non stai aiutando la mia colite amico ,-1
139433,ieri ho provato imbarazzo e sdegno per i cori razzisti contro e poi incredulità per scontri e agguati fuori dallo stadio culminati con la morte di un giovane di 35 anni il calcio va fermato di fronte a queste follie internapoli razzismo,-1
19291, allegri risponde dopo mille allusioni e sospetti mai provati se abbassiamo un po i toni non sarebbe meglio questo voleva dire è cosi difficile da capire ,-1
69825, un errore stop ci serve un combattente goleador e morata non è nessuna delle 2 cose ,-1
103474, se lo fa un napoletano è un coglione il napoletano se lo fa uno juventino allora o va bene oppure 3 un napoletano juventino vedo che brucia ancora pazienza ,-1
60586, mi chiedo perché lo fa perche cristiano ronaldo si sforza di fare tweet in italiano in inglese per me può andarsene é irrispettoso ,-1
139559, a voi lo hanno dato e al napoli no tu sei bugiardo e disonesto e dovresti vergognarti,-1
139556, ma non ha mica detto che è colpa loro solo che hanno deluso e non mi pare che abbia detto un eresia in una squadra pessima ci sia aspettava che almeno loro incidessero e invece pure loro hanno deluso ,-1
60646, tifosi mestruati peggio di una milf ,-1
148424, compare devi giocare mezzala destra o siamo fottuti,-1
19391, è tutto l anno che la menano i tifosi del napoli e sono la tifoseria peggiore d italia,-1
139546, veramente insigne con tutto rispetto a fatto cagare tutta la partita,-1
111688, ma che tutto volume al momento dell espulsione io sinceramente non ho neppure sentito i buuu prima sì ma pure se fischiano 100 persone si sente nitidamente p s quanti erano in percentuale al san paolo ad insultare ah ma lì l insulto è ok schifosa ipocrisia ,-1
29310, onestamente questo articolo è un insulto andrebbe rimosso perché offende l’intelligenza di chi è tifoso o appassionato di calcio ovviamente avrebbe tutto il diritto di esistere se venisse dai canali ufficiali della juve ma così com’è sembra solo una provocazione fine a sé stessa ,-1
111705, nel 2018 parlare ancora di colori e non di esseri umani è talmente rivoltante da far schifo siamo esseri umani ,-1
29328, significa che mario rui in panchina del portogallo è stato molto deludente giocatori del napoli concausa dell eliminazione del portogallo ,-1
19335, tu invece sei una grassa cogliona ,-1
111730, alla prossima lei dirà che napoli è la capitale si vergogni ,-1
111731, dimostra che higuain è ambizioso certo non si accontentava dello scudetto del bel gioco non è assolutamente scarto anche se con cr7 potrebbe diventarlo pure insigne o no ,-1
19314, la rubentus onestà cambia spacciatore siete il cancro del calcio siete la feccia dell umanità ma vergognati pezzente,-1
29355, merda in persona poi quando chiamano lui marocchino si offende hai ragione tu non sie marocchino sei uno zingaro ,-1
19231,però che cazzo ti ho fatto i complimenti una settimana fa perché eri un bravo ragazzo e oggi esce fuori che vai a giocare con i gobbi della rubentus allora sei stronzo ,-1
19220, in bulgaria c’è un giornalismo molto più serio ed onesto di questo pattume ,-1
69984,non può dare un rigore del genere dai é svenuto e infatti nopenalty ammoniscilo cazzo è sempre in terra sto pirla bracrc brasilecostarica worldcup mondialimediaset maidiremondiali,-1
111849, lei è la solita persona in malafede perdente è e perdente rimane su zazza guardi bene chi è il primo a tenere la maglia zazza su alex sandro quindi fallo sul difensore su belotti se quella spinta vista al rallentatore è così forte da spostarlo allora io sono milionario ,-1
103362, non tifo inter chi canta quei cori è imbecille e ignorante a prescindere dalla fede calcistica punto ,-1
29474, ahimé non servirebbe quel fiasco ora è già vuoto ,-1
19156, si ma hanno rotto il cazzo però uno non può godersi 5 minuti dico 5 di e di che questi boom ti calano il carico di briscola con eccheccazzo però,-1
111839, chi l ha postata se la posta o la diffonde un tesserato del napoli non va bene la differenza è che quel centrocampista della juventus l ha amplificata ma io lo scuso in ogni caso si capisce che è un mezzo ignorante ,-1
19154, io piu prevenuto di lei non ho mai letto nessuno in vita mia e comunque io blocco chi non si esprime in italiano e chi insulta la critica e’ ben accetta ma non quella prevenuta e incoerente,-1
103355, di questo genere si rischia anche di essere incriminati di aggiottaggio non benissimo,-1
111841, e poi sta cazzata che “e’ importante la maglia” perché le coppe e gli scudetti li vinci con la maglia no grazie al tessuto al colore o forse per merito esclusivo di quelli che ci metti dentro che qualunquismo idiota ,-1
111852, è una cazzata da sempre non ha mai messo come nome sul profilo instagram comunque vedere i giocatori all’anno andare al liverpool me rode non poco,-1
29430, da oggi finche avrò vita ti ricorderò quanto sei una brutta persona ,-1
103338,si parla della papera di in leiliv che in contesto di 4 vittorie consecutive e 1 gol al passivo equivale allo zero assoluto la pensi a prendere un allenatore gli scienziati da luisenrique passando per zeman e ora difrancesco non servono ,-1
29503, neanche si rende conto della gravità dei suoi commenti non so quanti anni ha ma non vale la pena continuare questa conversazione io non sono contro la juve ma certi commenti mi disgustano buone feste addio,-1
19126, esatto in pochi ancora non lo avevano capito,-1
19125, peccato che per loro questo var non agisca allo stesso modo,-1
69977, e solo un povero scemo milanese che crede di fare followers in questo modo un ragazzino o ha fatto parecchie figure di merda con me,-1
60438, no ma tu non puoi farmi questo ,-1
111866, dov è non lo vedo a caselle porca puttana sbrigatevi,-1
19164, sono interista ti chiedo scusa ,-1
29472, davvero sei andato all’inter mi hai spezzato il cuore ,-1
148619, basta che ci metti sennò sono cazzi dai retta a uno stupido,-1
69934, assurdo assurdo assurdo ,-1
148579, il prezzo scenderà non ci sono altre squadre realmente interessate ,-1
29434,più continuano a criticarlo fuori dal campo e più continua a lanciare segnali positivi in campo ninja is here ninja is back nainggolan chievointer spalletti fcim,-1
