,tweet_text,sentiment
147380, bellissimo anche più bello del suo papà scherzo ,1
130395, buon 2019 per sempre uno di noi ,1
101061, visto che per cr7 la scelta di andare alla juve è stata facile tu dimostrati superiore vieni al milan modrictistiamoaspettando modricquasimegliodipasalic,1
72533, nessuno farà mai meglio di berlusconi al massimo ,1
130391, siete stati meravigliosi è sempre stato bello guardarvi ho sofferto con voi e gioito siete entrati nella storia bravissimi ,1
72538, le sue carezze mediatiche agli ovini mi provocano nausea prima fa la splendida in tv sostenendo che andava in maratona nei granatakorps e ora fa la sostenitrice della goaleconomy un po’ di rispetto per il toro e un pizzico di coerenza cara signora ,1
72539, uno che ha vinto 3 trofei con la nazionale consecutivi e 3 champions consecutive cosa sarebbe un giocatore solo forte è il più forte il più vincente della storia portamene un altro che regga il paragone,1
72541, grande meriti questo ed altro buon 2019,1
20500, quello è il numero di orgoglioso alba ,1
39671,felice per gonzalo higuain perché lui è nel nostro cuore milanspal higuain ,1
20735,io ti voglio bene stoprazzismo norazzismo altrazzismo fanculorazzisti fuckracism,1
58606,tanti auguri buon natale ,1
72603, gran bella partita ,1
147466, voglio vederci pure con questa maglia,1
39692,monsieur le président si lascia contagiare dall’ignoranza è tutto meraviglioso torna ,1
130343, penso che siamo tutti protagonisti nel ruolo che ognuno tocca abbiamo il miglior giocatore del mondo e si deve approfittare di questo per attaccare in un modo migliore ,1
113512, ti voglio bene panita grazie di cuore ,1
130339, bravo mattia hai fatto una gran bella partita continua così ,1
147473, sei un mito mitico mario e grandissima croazia ,1
147476, matteo sei un grande sempre tra i migliori continua così amalaaaaaaaaaaaaaaaaaa,1
100985, torna radja io da tifoso romanista ti aspetto a braccia aperte monchi a siviglia e radja di nuovo con la sua gente con chi ami e ti ama sei un grande forza roma,1
147478,la juventus è un passo avanti nella mia carriera cit un certo ho i brividi saremo tutti con te sempre finoallafine welcomecr7 ,1
72613, in bocca al lupo ragazzi buon lavoro,1
72615, complimenti dries tutta napoli ha tifato belgio avanti così ,1
147482, nessun coro razzista potrà mai impedirti di essere un grande campione dentro e fuori dal campo coraggio e continua a farci divertire col tuo grande talento ,1
20440, ti amo ,1
100983, è stato un onore per noi stephan good luck ,1
72617, sono dolcissimi i nostri ragazzi ,1
20437, volevo ringraziarla a nome di tutti i tifosi della per averci lasciato per gentile concessione grazie ,1
100981, ciao e grazie di tutto in bocca lupo nella tua nuova squadra ,1
130332,mannaggia che m hai combinato sono al lavoro e non riesco a far niente tvb sempre forza roma ,1
147489, concordo pienamente però noi adulti sforziamoci di essere buoni esempi sempre ,1
20431, mirko ci vole calma molta calma ed innanzi tutto bisogna fare i compiti ai ragazzi,1
100978,mi mancheranno le litigate di con i guardalinee credo che i tifosi dell si divertiranno come abbiamo fatto noi e lo ameranno come lo abbiamo amato e lo amiamo ancora noi forza licht ,1
39704,e cosi questo ragazzo vi da una lezione che non imparerete perché vi mancano gli strumenti necessari ma vi da una grande lezione chapeau ,1
147464,cara io te lo dico è forte forte forte potresti pentirti di averlo ceduto pensaci bene ,1
113509, nainggolan è ufficialmente un nuovo giocatore dell inter siete contenti del nuovo arrivato interishere amala,1
130362, grazie presidente che bello è tifare per la juventus ,1
113508, come questo quando gli hanno appoggiato le palle in testa ,1
147434, gran bella partita bravo spero segnerai con la juve,1
20492,sono le piccole cose belle che regalano felicità e ti cambiano la giornata se le vivi con un sorriso finoallafine juvesemprenelcuore ,1
72580, si si te te lo posto è un grande davvero sto ragazzo ,1
20490,benvenuto ninja ti aspattevo da anni nainggolan ,1
39675, ahahahahahahah sarebbe una grande soddisfazione per me,1
147441, lo scudetto del napoli complimenti stra meritato,1
20485, auguri ,1
101011, fantastici ,1
72585, ti aspetto ninjia c è mio figlio piccolo che ti aspettando a san siro ,1
58618, ufficiale s è appena fermato a battipaglia a comprare le mozzarelle,1
72587, mi piace il tuo look sami vestita di nero o di azzurro il mio colore preferito ,1
101008, a te e alla tua famiglia buon natale,1
113498, è a torino gran colpo dei giornalai che lo davano in arrivo domani alle 10 00,1
147449,certi amori non finiscono fanno giri immensi e poi ritornando radja nainggoback,1
113502, anche se non sono juventino non posso che dare in benvenuto in italia a un grande campione meglio di messi a livello mondiale ,1
147452, grande paulo tiferò x la tua argentina i have a dream x hd,1
20473,buon natale mio grande campione ,1
20470, spero che lei resti ma spero che lei sia entusiasta di restare lei è il più forte portiere che abbia mai visto i soldi se li faccia dare gli spettano ,1
20469, è un colpaccio grande acquisto è un po come marcel desailly farà ricredere anche gli scettici ,1
113506, vuole vincere da solo il mondiale mi sembra chiaro ,1
72598,marotta grazie per questa sogno benvenuto in famiglia cristiano cr7allajuventus,1
100997,bellezze ,1
147460,amore bianconeri ,1
101079, è un grandissimo roby ,1
58656, nelle ultime partite stai giocando molto meglio continua così buon anno ,1
72512, bravi difendete la civiltà e il rispetto,1
20699, abbranca in presa congratulazioni ,1
72426, grande mire così si ragiona non si molla un cazzo adesso prendiamoci i 3 punti in casa contro la samp ,1
147256, pazza inter amala grazie mille per aver lottato per aver messo il cuore ce l avete fatta ce l abbiamo fatta ,1
147257, mario sei un giocatore straordinario finoallafine forzajuve,1
147258, ti vogliamo bene non lasciare napoli siamo tutti con te ,1
72428, ti stiamo aspettando vogliamo te solo te sei il nostro eroe il nostro matador napoli ti aspetta e ti ama editorna,1
39558, alisson ti prego resta alla roma qui sei a casa qui sei il nostro gladiatore vinciamo qui alla roma e rimarrai nella storia qui noi ti vogliamo tutti bene tutti i soldi del mondo non potrebbero sostituirti neanche 200 milioni ti potrebbero portare via l amore non ha prezzo,1
147262, auguri a tutta la famiglia ,1
20687, sì esatto io l’ho notato a primo impatto non so come gli sia sfuggita una cosa del genere ,1
72434, sei un grande tifo per te anche contro le squadre italiane perche te lo meriti per la tua professionalita la tua passione per il gioco e i mondiali del 2006 good luck in champions league ,1
20683, hai ragione purtroppo i coglioni stanno ovunque da interista mi vergogno per loro cmq sei e resterai sempre un grande campione ,1
72436,che azione e che velocitá impressionante fraarg fra,1
147269,ieri altra grande prova di nel derby vs l che lo ha visto autore di 1 e 1 assist proprio l assistenza per il 3 0 di suarez mostra la completezza di questo ragazzo di 21 anni in grado non solo di dribblare e segnare ma dotato anche di ottima visione,1
39566, bravissimo bello,1
147274, in bocca al lupo per il tuo mondiale ti ringrazio infinitamente di quello che fai per il napoli ,1
72442,incredibile secondo giorno e anche le mani magiche del mio fenomeno finoallafine per me finisce qui scherzo ,1
113424, due grandi professionisti complimenti,1
20671, grande lazio sempre così e immobile deve ritrovare il gol ,1
101148, buon natale douglas ti vogliamo bene ,1
58700, grande pipa auguri,1
147283, resta punta i piedi come a gennaio vinciamo insieme genio del cazzo ,1
58697, ci mancherai ci mancherà la tua forza incredibile in mezzo al campo la tua tecnica forse non riconosciuta da tutti la tua voglia di migliorarti giorno dopo giorno e soprattutto il tuo attaccamento ai nostri colori daje radja ,1
147287, noi mi raccomando guardiamo sempre gli altri che coglioni,1
101138, vuoi chiamare scemo una persona digli che è tifoso del napoli la juve perde e sparate i fuochi poi vi lamentate che vincono e vi prendono per il culo matuidi e benatia cacciate dalle curve le famiglie juventine e non vi mettete neanche vergogna tifoso del napoli strunz ,1
20698, grazie stephan per questi magnifici 7 anni in bocca al lupo,1
20701, mi dispiace per il secondo goal era spettacolare tanto quanto il primo ,1
72510, auguri tanti auguri a te buon natale ,1
72423, bella ,1
101187, godo come un pazzo,1
20730,sei stato il sogno di mercato per 5 anni e ora finalmente arrivi eri un predestinato e l’avevamo capito ,1
147228, uccidili con successo e seppelliscili con un sorriso benati keep smiling benatia,1
130479,vedendo chemnu bisogna fare i complimenti a wengher che ha fatto sembrare due grandi centravanti e alexis sanchez che non sembrano neppure in campo ,1
147230, bravo te ,1
147231, torna e sarai amato per senpre torna perchè vedere i figli crescere da vicino non ha prezzo editorna,1
72406, sei un grande ,1
39544, grande patrick ti ricordo con orgoglio grande centravanti del cagliari ,1
20721, auguri anche a te,1
130476,ho sperato di vederti alzare un trofeo insieme a noi ho sperato di gioire insieme ti vogliamo bene e te ne vorremo sempre in qualunque modo andrà qui è e sarà sempre casa tua ,1
101177, quest’anno chiellini toty su fifa sarebbe un grande obbiettivo per te ,1
72412, 38 diviso 4 9 5 più 4 5 netto 8 2 lordo costo 17 7 annuo per i primi tre giocatore sano robusto brevilineo fisicamente di livello un affari e magari il quarto anno molta panchina ma sembra un gran bel colpo giocatore di livello assoluto buon giocatore buonaffare,1
39547, grande dennis anche oggi una prestazione maiuscola continua così e forza sampdoria ,1
101175, sei un drago sapienza a 360 gradi ,1
101174,per carità fut farà anche soldi ma signori miei questo è il calcio il ha e il team ha e so proud guys vamosmadeinnaples ,1
20713, aa beppe sono ancora a kalamata avete fatto bm si sono qui con fabio tranquillo andre abbiamo appena depositato il contratto di cris in lega tutto è andato liscio ,1
147243, sei un grande ,1
147245, ma come cazzo si fa a lasciarti fuori vai ninjaaaaa non mollare mai ,1
39550, complimenti per non aver convocato ,1
58716, sono d accordo sarebbe un gesto bellissimo ,1
130472,leggero affaticamento per szczesny gioca perin ieri la mia domanda ha portato bene all’ex genoa ,1
20706, 7 scudetti in 7 anni lichtsteneir rappresenta la juventinita volontà grinta professionalità in bocca al lupo stephan per la tua svizzera grazie di tutto ,1
101166,grazie grazie il mio idolo nella mia squadra del cuore un sogno che diventa realtà,1
58690, non vedo l ora che arrivi la mezzanotte per il classico discorso di capodanno ao me raccomando non c è delude facce ride ninja,1
130445,pare che saluti mi sento di dire che ha fatto due stagioni formidabili dando un contributo superiore a tutti per incisività nella vittoria di due scudetti più dei numeri strepitosi e decisivi pochi cazzi é stata leggendaria la dedizione alla juventus,1
147296, grande stefan sei già leggenda ,1
58685, può giocare sia come esterno su entrambi i lati come trequartista dietro a una o due punte ed eventualmente essere schierato anche come attaccante centrale,1
113448, grazie mille a te ,1
147331, complimenti alla mea culpa per averle permesso di costruire questa per anni lotti solo con roma e napoli puoi programmar con calma loro da quagliarella a cr7 noi da ibra a destro grazie condor grazie ,1
20609, con un bel fallo di mano ,1
39605, me ne rendo conto benissimo ma a cosa serve investire se i campionati sono decisi anche e soprattutto in altre sedi e non solo sul campo verde adl é fin troppo furbo e a me l epilogo di questa stagione mi ha fatto disinnamorare del calcio,1
113451,sul piano del gioco male ma ottimo risultato bravo johnny ,1
101099,bravo bravo bravo bravo bravo ballondor2018,1
20605, grazie sei un grande più forte non solo degli attaccanti ma anche delle critiche e dei veleni un abbraccio forte auguri per il prosieguo della tua meravigliosa carriera ,1
20604,sembra un dettaglio ma a questi livelli e di questi tempi anche i dettagli sono importanti oltre a parare è anche molto seguito sui social e sarà il giocatore del con più follower e influenza meglio di lui solo e ovviamente calciomoderno,1
147336, anche io sono interista e quei cori sono inaccettabili le tue prestazioni la tua professionalità e il tuo orgoglio meriterebbero gli applausi di uno stadio intero,1
113452, si ma ormai è promesso al gala e quando lo abbiamo dato in prestito l inter sapeva della sua utilità per le liste ,1
20601, vi amo in faccia ai powerpoint milanisti questa si che è lavorare con stile ,1
113453,complimenti avremo un campione del mondo un campione del mondo in squadra bravo ,1
20597, ovviamente non lo conosco personalmente ma veramente trasmette tanta simpatia ,1
72496, a parere mio è il miglior acquisto di quest’anno da riscattare subito,1
147345, che bella coppia,1
130414,editorna é cavanimania ave cavani pieno di grazie il signore é con te tu sei benedetto da noi napoletani e benedetto è coro che facciamo da qua giù santo cavani pieno di grazia torna da me torna da noi amen,1
130413, sei in questo momento il più forte difensore centrale al mondo a mio avviso grande capitano ,1
39616, grande lich congratulazioni sei sempre nei nostri cuori ,1
72503, complimenti splendida famiglia,1
20586, ti auguro un 2019 fantastico lollo ,1
39618,meritatissimo pallonedoro sono stato accontentato ,1
20584, pipaaaa con questa grinta riuscirai a far capire ai tifosi argentini che numero 9 sei il migliore un forte sostegno dall italia e sempre forza juve ,1
101085, ramos miglior comico del mondo ps messi sta a maradona come un satellite sta al sole diegoooooo ,1
101105,il fascino di non è altro che magia ,1
130428, io almeno un colpo top me lo aspetto dico davvero ma anche per una questione proprio di immagine dai speriamo già stiamo facendo tante cose finalmente rimodernamento san paolo e castelvolturno settore giovanile miglioramento rosa totale manca la ciliegina sulla torta ,1
113444, bravo kalidou il razzismo è una cosa bruttissima e sei coraggioso a lasciarti scivolare tutto addosso sono interista e mi vergogno dei miei stessi tifosi ,1
20633, sei così prezioso che mi riempi il cuore ,1
130437, 1 spero che l’inter costruisca una grande squadra per aiutarti a vincere qui e che resti a vita capitano ,1
58682, simoooooo ti stammmm aspettando sei un grande,1
101120, eccezionale l’unico che è riusciuto a tener il passo del sarà difficile trattenere uno dei migliori del mondo ,1
147309, grazie per la tua generosita per i bambini nel mondo grazie,1
20639, sarà ancora più belle batterli,1
147310,ciao grazie di tutto grazie di questi 7 anni ma esci la foto tua con che avete sull armadietto ti voglio bene ,1
101118, io tifoso vero mi auguro cent anni di adl tu tifoso di merda ti meriti una squadra fallita o in serie b perchè è questo che volete quando parlate così e cioè il fallimento del napoli per questo il tifoso vero li schifa ai tifosotti come voi voi credete nelle favole,1
101117, sono un tifoso interista e mi dispiace tanto per quanto accaduto ma tu sei più forte dei fischi e lo dimostrerai ogni volta forza kou sei un grande ,1
39593,sei bella come il gol de a 90 ah no cr7 fuori gioco io tifo ,1
130432,grazie ,1
20632, pepe come stai tutto bene spero che milano non ci sia spesso la nebbia mi raccomando do fatto vedere dalle parti del vesuvio ogni tanto forzanapolisempre,1
20620, manchi tanto gerardo auguri ,1
20631, pepe come stai tutto bene spero che milano non ci sia spesso la nebbia mi raccomando do fatto vedere dalle parti del vesuvio ogni tanto forzanapolisempre,1
101114, hai una famiglia bellissima cristiano benvenuto in italia benvenuto alla juventus ti aspettiamo tutti,1
101113, contento soprattutto per te per la squadra e per noi tifosi ci voleva forzanapolisempre,1
147317, un grande acquisto nel calcio di oggi e con le risorse della juve ma l’acquisto più incredibile in italia di sempre resta quello di maradona al napoli ,1
20627, grandissimo mario dovete essere orgogliosi di quello che avete fatton bravi bravi bravi,1
72478,non vedo l ora de gustarmi l dell anno prossimo co l attacco levate er vino a calciomercato,1
147320, e fa bene perchè io ho usato il condizionale ed ho postato un messaggio che mi arriva intanto ieri sporitalia dopo un meso ha aperto pista luiz guarda un pò,1
20623, è il pallone d’oro 2018 complimenti lukita el mejor ballondor,1
147321,che bravo si conferma uno tra i migliori difensori d europa con noi ha fatto una grande stagione adesso anche il migliore del mar nonostante l eliminazione worldcup,1
130430, ti aspetto al più presto a casa alla ,1
40014,io ti ricorderò sempre così sei un grande gonzalo e rimarrai nel mio cuore ovunque giocherai buon compleanno ,1
148018, vergogna per gli imbecilli a prescindere sei un gran calciatore e pure un bravo ragazzo,1
19836, 1 086 024 io javier scusaci se qualcuno non è molto attento oggi grazie di aver scelto noi facci saltare dal seggiolino o dal divano facci godere,1
58059, infortunio come e ci saranno tutti a festeggiare comunque ,1
100055,buona fortuna per l onore della tua nazionale mondialimediaset worldcup worldcuprussia2018 russia2018 spagnamarocco espmar,1
148753, sono contento per te yuto spero tu possa restare in turchia,1
73665, con sta storia di cavani sembrano tanti bambini viziati che vogliono il giocattolo l investimento serio si deve fare sul terzino ,1
100049, bellissimi un saluto da palermo e per tutti voi un sorriso ed un raggio di sole siciliano ,1
148762, capra goat greatest of all times non era così difficile da capire bastava chiedere in giro ,1
148763, ascoltare chi di calcio ne capisce davvero e lo ama profondamente non ha prezzo per tutto il resto c è sky hahaha non vedo l ora di ascoltare le tue telecronache di e insieme spettacolare ed entusiasmante tu chiamale se vuoi emozioni ,1
129666, francamente non mi serve una risposta simile ma se sei più contenta così va bene buone feste ,1
19009, meravigliosa creatura cagliarinapoli forzanapolisempre ,1
114017, è una mezza tacca risoluto grande giocatore e grande uomo forza iniesta ,1
19005, purtroppo monchi sta facendo capire che la costruzione della roma si basta sul futuro vedi i vari cristiante kluivert under ecc con la cessione di radja perde uno dei 10 top cc al mondo specie per 23mln€ più un morto come santon e un sicuramente un gran talento come zaniolo ,1
58044, mi piace buon giocatore,1
40461, grazie ninja ti porterò sempre nel cuore sarai sempre romanista,1
73681, gio l’inter deve seguire la sua strada che dopo anni di curve sta tornando più dritta che mai solo costruendo passo dopo passo torneremo grandi noi abbiamo una società che sta facendo grandi cose per portarci a competere con tutti ,1
114022,nelle giornate difficili non perdere è importante anzi di più può essere questa la differenza tra noi e gli altri scriveranno della dipendenza sono felice di viverla e poi il 2 2 di atalantajuve ormai è un classico finoallafine,1
148775, certo che se pure le amichevoli sono a pagamento di questo passo anche le partite del cuore saranno in payper view tra pochi anni ,1
148776, grazie gigi auguri anche a te ,1
40463, sei grande capitano ,1
129656, grande koulibaly ormai il vociare negli stadi è solo una questione di ignoranza sei semplicemente il migliore nn ti curato di loro sei il numero 1 forzanapolisempre internapoli 1 0 cmq credo che nn è ancora finita forzakkoulibaly,1
40466, ciao mi piacerebbe averti nel mio gruppo facebook ti lascio il link ti aspettiamo ,1
18989,26giugno ed è nainggolove dopo anni di attesa alla consolle radja è nerazzurro amala fcim nainggolan forzainter interishere interfans ,1
18985,ho visto un grande giocatore ieri in brasilebelgio ,1
100026,congratulazioni sei sempre nel mio bianconero ,1
129648, complimenti marko tifavo per voi onore a voi guerrieri ,1
129674, bravo guaglio ,1
100061, col cazzo è vostra questa e nostra di un italiano stop,1
148790,non si ferma più cristianoooooooo juventussampdoria juventus finoallafine,1
58060, grande juan idolo di un grande spogliatoio ,1
19058, ti vogliamo bene ,1
148723,23 23 lontano dai nostri colori ma non dai nostri cuori ,1
19056, stai dimostrando di essere un giocatore bravo e generoso da inter insomma buona fine e buon principio ,1
19055,prima di ogni considerazione tattica o tecnica viene l interismo rafinha ha dimostrato di farne parte e di avere tutto per essere un eroe nerazzurro mi aggiungo alla campagna riprendirafinha ,1
100078, e noi amiamo raffaella che ha sempre difeso lo sport vero ,1
148725,felice per il ritorno di in italia felicissimo che non potendo tornare al abbia scelto l per far ammirare il suo talento giocatore di altra categoria che se messo in condizione può essere un campione ,1
148727,fai un gran pezzo stasera esci tra la meraviglia della folla con la maglia n9 editorna forzanapolisempre ,1
114000, e un altra tua grande prova bravo ci hai dimostrato che col duro lavoro e la determinazione si può reagire e tornare alla grande anche quando tutto sembra perduto e quasi nessuno intorno a te ci crede ed è un messaggio non da poco ,1
40434, in bocca al lupo pepe sono sicuro che onorerai i colori rossoneri così come hai onorato i nostri ,1
19048, grazie per questo tuo tweet ,1
73645,i soldi nel calcio non sono tutto l amore di una città e dei tifosi vale molto di più bravo ,1
148731, anche 0 su 3 e 2 su 9 è una bella lotta diciamo che noi nell idiosincrasia verso quella troia abbiamo una continuità storica impressionante loro sono gli allievi noi i maestri ,1
100074,stupenda roba da voi ragazzi nel rispetto di rispetto felice anno nuovo,1
19043, portateci e sarà la fine del mondo ,1
73648, edi noi tutti ti amiamo e speriamo che ritorni a napoli a darci le emozioni forti che solo tu ci hai donato dopo il dio del calcio diego un bacio a presto molto presto,1
100070,annetto niente male questo per higuaín e manca ancora il mondiale auguri campione ,1
148737, da juventino sono d’accordo con te giusto vedere un bel campionato in bocca al lupo sono sincero ,1
148738, segna il gol della vittoria e noi ringraziamo anche la fortuna che ci doveva qualche cosa cagliarinapoli forzanapolisempre ,1
114004,goal numero 5000 nella storia della juventus segnato da ti amo come il primo giorno ,1
129680, marione adesso siamo tutti con te non ci deludere franciacroazia finale fifaworldcup fifa mandzukic croazia hrvatska croaziainghilterra,1
19033, buon 2019 un altro anno assieme a gino rattuso mi raccomando milanspal,1
100064, esatto da quando c’è questo team è ancora più bello essere interisti ,1
19031,un mostro sacro un giocatore fortissimo uno spettacolo guardarlo uno come va solo ammirato per chi ama il calcio e poi applaudito orgoglioso di tifare per te ,1
40474,sono sicuro che saprai rialzarti e tornerai più forte di prima la vita è fatta di prove tu hai la forza adatta per superare anche questa sinceri auguri ,1
18980, albin torna a cagliari ti aspettiamo a braccia aperte ,1
18901, ciao campione non vedo l ora di vederti giocare ,1
148827, conta la fase offensiva in cui segnino tutti bisogna adattarsi e’ bravo con entrambi i piedi anche di testa sa dribblare svaria sì tutto il fronte e’ chiaro che ha bisogno di gente cazzuta a fianco e non di bonaventura e suso ,1
18937, hip hip hip urrà c’è chi aspetta un fenomeno come e chi domani aspetta una sentenza milano siamo noi solo noi ,1
148829, che bello questo abbraccio,1
18935,tutto quello che vuoi tu se però durante la partita facevi i fatti e non le parole era ancora meglio lo stesso vale per crfiat quando giocammo al cesstadium nessun tweet anche lì kk venne preso di mira insieme a noi coerenza internapoli siamotuttikoulibaly,1
148832, mi sa di post rammarico è molto triste stai piangendo per ronaldo indirettamente loro sono stati bravi a scuotere il mercato italiano che molto probabilmente concretizzeranno l impossibile quindi chapeau ,1
18931, grande bestione 40 cm di bamboo forza milan ,1
40504, certo e il segno che i coglioni come te fanno pena,1
129622, pipa sono contento che hai ritrovato il goal buon anno ,1
148836, nostra bravo così si fa ,1
40507, bravo k2 e complimenti soprattutto a ghoulam per l ottimo rientro grande milik forza ragazzi che il liverpool non è imbattibile forzanapolisempre,1
99989, grandissimo congratulazioni e in bocca al lupo a questo piccolo grande paese ,1
148842, benvenuto alisson buon lavoro per quello che lo hanno pagato cmq finalmente un portiere top x tornare su livelli di dudeck e reina tempi d oro buona premier league e chiampions sempre forza reds,1
99984,buongiorno comunque a tutti ma a e a un po’ di più ,1
18918, sei gia un top ma sui contatti con la premier una spanna sopra tutti grande louis,1
148845, tu invece continua a scrive cazzate e ad augurarti che vennemo tutti i campioni così godi laziale de merda,1
40512, ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo,1
18912,complimenti al grandissimo fuoriclasse per la conquista del pallone d’oro ,1
18911, sì però mattia piu attento la prossima volta mi raccomando,1
18910, buon anno signora ,1
40517, ci mancherà moltissimo ma io tifo la roma e sosterrò chiunque indosserà la sua maglia in bocca al lupo ,1
18907, riposati per bene poi torna a roma qui in seriea c’è da parare e competere con lascia perdere la liga o la premier e resta con la forza roma daje ,1
148853, vedo che sei originale complimenti mai letta una risposta simile sono sarcastico meglio specificarlo dato che il tuo basso qi certamente non è sufficiente a coglierlo autonomamente ,1
18905,nessuno si senta offeso in seriea absolute top player un capitano ps perdonami tu sarai sempre ilcapitano,1
18904,buongiorno sei un tosto col veleno a me non interessa ciò che fai fuori dal campo sono solo affari campo sei un leone resta con gente ti ama a milano piove nebbia e freddo qui hai tt grazie ,1
114045, grande presidente eroe adesso entra nel mito regalaci cavani ,1
129627, primo pallone toccato dopo splendida sovrapposizione cross perfetto per calha e gol del pipita top top,1
18979,in bocca al lupo a e a nella speranza che sia una grande finale il mio cuore però solo per oggi è croato worldcup fracro,1
58022, tu per noi tifosi bianconeri non sarai mai uno scarto indesiderato a differenza di quello che scrive varriale ,1
148792, sandro e zaza si amano ed è un amore che dura da tanto tempo ,1
58034, meno male che c’eri tu che hai strigliato la squadra e li hai riportati alla concentrazione finoallafine,1
148795, coppia perfetta ,1
148796, era meglio che rimanevi dove ti avevamo spedito zapata è lo stesso di udine 2 anni fa pure li ti prese per il naso complimenti ,1
73699, grazie stephan io amo la maglia e non mi emoziona facilmente solo il nome che la indossa ma il tuo è uno di quei pochissimi nomi che mi hanno fatto veramente emozionare sarai sicuramente in esempio che porterò alle mie figlie grazie caro steph e buona vita ,1
73701, ti amo,1
18969,speriamo sia il giorno decisivo cristianoronaldoallajuve abbiamo un sogno nel cuore sotto la mole juventus cristianoronaldo calciomercato juve cr7 marotta paratici realmadrid,1
100017, io credo che un po’ tutti facciamo ancora fatica a realizzare perché quello che sembrava utopia a dir poco è diventato realtà ed è fantastico,1
129640, mi avete regalato un sogno finalmente,1
148805, meglio cosi ti ringrazio sampaoli ,1
40485,ti sto amando ,1
129639, la storia l abbiamo vista scriversi ora dopo ora passare dal sogno alla realtà è stato magico grazie e benvenuto euestouaqui finoallafine cr7juve,1
40490, bellissimo dipinto ma io preferisco da sempre l arte di michelangelo a quella di leonardo entrambi restano due geni italiani toscani patrimonio dell umanità entrambi,1
40491, buon anno a te fratello campione ,1
100006, buongiorno ,1
73716,l ennesima ottima partita di bravissimo ,1
114039, grazie a te hai cambiato la squadra spero davvero tu possa restare amala,1
18952, sei un grandissimo ci mancherai,1
73719, esatto zio nessun problema si va avanti di bella fino alla fine ,1
148818, e come ti hanno già scritto non ti azzardare ad andare via la juve non si saluta la si ama bianconero a vita ,1
148819, complimenti per la qualificazione in europa league capitano ,1
58023, bello mattia grande,1
18946, si vabbè è arrivata fresca,1
19060, ma il vostro complesso di inferiorita e cosi grande fatevi curare da quelli davvero bravi rosiconi,1
148721,uccidili con successo e seppelliscili con un sorriso keep smiling benatia ,1
73639, daiiii non esagerare due pere rifilate al bernabéu in 20 minuti e tanta esperienza internazionale etc etc ecco buffon per quanto lo ammiro e stimi sono contento che ha liberato la porta ,1
58128, mata is a sexy mofo,1
113945, ciao radja ti invio questo link perchè sono convinto che appena un anno fa hai fatto la tua scelta con il cuore le persone che ti stanno accanto nella foto vogliono scegliere per te ma ti prego lascia scegliere il tuo cuore daje ,1
19177, amo mario a marsiglia ma preferisco che parma scelga lol,1
100168, grazie ,1
113948, hanno rubato come sempre grande samp buon anno ragazzi,1
73548, fatti un buon mondiale e porta delle offerte dignitose,1
148614,e nel suo sorriso vedo qualcosa di più bello delle stelle dybala xmas pd10 dybalanation 1 0 ,1
113949, grande mario ora porta a casa la coppa la meriti ,1
100165,ciao grande partita buon 2019 mi raccomando altri due gol nelle prossime due partite così eguagli battistuta un abbraccio campione juventussamp,1
40362,ieri dopo 22 anni don ha lasciato casa sua il dopo il saluto di centomila tifosi alla una e mezza di notte si è tolto le scarpe ed è rimasto lì da solo e in silenzio a pensare a quello che lascia e a quello che ha dato grazie ancora,1
129748, grazie stephan sei il numero uno non ti dimenticheremo mai finoallafine ti aspettiamo in dirigenza ,1
100162,grazie a ,1
100161,ti amo ,1
100159, ti auguro un buon compleanno e ti auguro di finire la carriera nel milan il club più titolato in italia ,1
113951,ad ogni modo il toro va alla sosta con qualche certezza che la difesa viaggia con che sta diventando un grande punto di riferimento e che è in ottima forma al di lá dei gol laziotorino,1
100157, povero cr7 che soffriva di problemi all udito si vede che con la cura agricola ora ci sente benissimo ,1
148626, perché s è smesso de fa il tifo per la roma se fa il tifo per le proprie idee così poi puoi fa er grosso co chi te pia per il culo e je poi dì “eh ma io lo sapevo te l’avevo detto” ce vo core e coraggio a tifa roma sempre e bisogna esse tifosi quindi sostenere ,1
148627, auguri asa sempre uno di noi ,1
19160, sei fantastico emre grandissimo ,1
148628, ti amiamo kalidou e siamo tutti con te siamo orgogliosi di te ,1
113955, auguri a te peter speriamo che il buon mattia non legga ci prende per matti ,1
19150,non solo attaccante centrocampista e difensore è anche portiere onnipotente in tutti i sensi,1
58112, marione mio orgoglioso di vederti sempre in maglia bianconera mito ,1
19146, grande radja con noi hai finalmente ritrovato il sorriso,1
129754, hai ragione si alternera con i 3 davanti non credo ad es che ronaldo le giochera tutte quando costa entra dalla panchina e poi sempre decisivo al contrario di mandzukic non servissero soldi io prenderei anche morata se si gioca col tridente,1
73538, nell amore voi vedete l uomo come una ferrari pronta ai boxe piena di carburante x fare tanti giri gomme ben dure siete povere dentro senza emozioni ma comprati un bel robot lo programmi e farà tutto cio cke vorrai tanto a te se l uomo pensa o ha emozioni cke ttte frega ,1
100082, lo so che ci leggete ve lo stiamo chiedendo a gran voce abbiamo una squadra forte un allenatore meraviglioso e vincente ci manca il mostro li davanti ed il mostro che fa cadere il san paolo a suon di goal è uno solo editorna ,1
129758, grande fede auguroni di cuore ,1
